,,1,2,3,4,5,6,7,
-,BFAM,BFAM US Equity,BRIGHT HORIZONS,"7,611,535,872","1,832,294,016",2.76,Consumer Discretionary,Consumer Services,
-,HOFT,HOFT US Equity,HOOKER FURNITURE,"274,777,152","579,903,000",-43.44,Consumer Discretionary,Consumer Durables & Apparel,
-,ANH,ANH US Equity,ANWORTH MORTGAGE,"181,409,600","58,835,000",,Financials,Diversified Financials,
-,BG,BG US Equity,BUNGE LTD,"6,536,684,544","39,740,999,680",8.02,Consumer Staples,"Food, Beverage & Tobacco",
-,HSKA,HSKA US Equity,HESKA CORP,"964,581,376","141,370,000",-9.74,Health Care,Health Care Equipment & Services,
-,BGCP,BGCP US Equity,BGC PARTNERS-A,"1,494,062,720","2,147,956,000",9.57,Financials,Diversified Financials,
-,SRPT,SRPT US Equity,SAREPTA THERAPEU,"12,403,855,360","450,191,008",-100.72,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BGS,BGS US Equity,B&G FOODS INC,"1,882,592,896","1,838,392,000",16.59,Consumer Staples,"Food, Beverage & Tobacco",
-,BHF,BHF US Equity,BRIGHTHOUSE FINA,"2,956,265,728","11,556,000,000",,Financials,Insurance,
-,BIG,BIG US Equity,BIG LOTS INC,"1,969,400,064","5,466,532,992",5.17,Consumer Discretionary,Retailing,
-,BIIB,BIIB US Equity,BIOGEN INC,"46,420,676,608","14,487,300,096",53.63,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,SPTN,SPTN US Equity,SPARTANNASH CO,"797,110,528","9,038,318,080",0.77,Consumer Staples,Food & Staples Retailing,
-,NLY,NLY US Equity,ANNALY CAPITAL M,"10,535,309,312","186,665,048",88.45,Financials,Diversified Financials,
-,SLP,SLP US Equity,SIMULATIONS PLUS,"1,255,384,576","40,074,898",31.36,Health Care,Health Care Equipment & Services,
BIO,BIO,BIO US Equity,BIO-RAD LABS-A,"14,922,710,016","2,293,585,088",9.64,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BJ,BJ US Equity,BJ'S WHOLESALE C,"5,768,817,152","13,845,176,064",3.79,Consumer Staples,Food & Staples Retailing,
-,SRT,SRT US Equity,STARTEK INC,"199,399,056","639,282,016",0.66,Information Technology,Software & Services,
-,SRNE,SRNE US Equity,SORRENTO THERAPE,"3,003,549,952","35,540,000",-529.90,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BK,BK US Equity,BANK NY MELLON,"33,645,027,328","19,793,999,616",29.45,Financials,Diversified Financials,
-,BKI,BKI US Equity,BLACK KNIGHT,"12,537,269,248","1,183,000,000",26.10,Information Technology,Software & Services,
-,AMTD,AMTD US Equity,TD AMERITRADE HO,"20,398,780,416",,,Financials,Diversified Financials,
BKNG,BKNG,BKNG US Equity,BOOKING HOLDINGS,"74,037,993,472","11,297,000,064",-76.83,Consumer Discretionary,Retailing,
-,TEN,TEN US Equity,TENNECO INC-A,"765,490,752","14,935,000,064",-14.22,Consumer Discretionary,Automobiles & Components,
-,BLD,BLD US Equity,TOPBUILD COR,"4,906,513,920","2,644,006,016",12.45,Consumer Discretionary,Consumer Durables & Apparel,
-,BLDR,BLDR US Equity,BUILDERS FIRSTSO,"3,543,057,920","7,477,272,064",6.64,Industrials,Capital Goods,
-,PCYG,PCYG US Equity,PARK CITY GROUP,"101,967,976","18,926,905",5.11,Information Technology,Software & Services,
-,SIEB,SIEB US Equity,SIEBERT FINL,"108,820,672","36,711,000",10.26,Financials,Diversified Financials,
-,EGHT,EGHT US Equity,8X8 INC,"1,667,747,840","471,369,000",-31.00,Information Technology,Software & Services,
-,BBX,BBX US Equity,BBX CAPITAL CORP,"328,340,864","770,386,992",-230.76,Consumer Discretionary,Consumer Services,
-,VCEL,VCEL US Equity,VERICEL CORP,"710,883,840","116,581,000",-41.76,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BLK,BLK US Equity,BLACKROCK INC,"90,572,447,744","15,027,000,064",49.45,Financials,Diversified Financials,
-,BLKB,BLKB US Equity,BLACKBAUD INC,"3,156,944,384","914,571,008",8.44,Information Technology,Software & Services,
-,SPPI,SPPI US Equity,SPECTRUM PHARMAC,"536,299,488",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,ATRS,ATRS US Equity,ANTARES PHARMA,"498,281,632","137,608,000",9.39,Health Care,Health Care Equipment & Services,
-,BJRI,BJRI US Equity,BJ'S RESTAURANTS,"562,792,320","952,425,024",-35.72,Consumer Discretionary,Consumer Services,
-,PLCE,PLCE US Equity,CHILDREN'S PLACE,"413,359,264","1,713,493,024",-67.84,Consumer Discretionary,Retailing,
-,BLL,BLL US Equity,BALL CORP,"24,290,148,352","11,257,999,872",6.35,Materials,Materials,
-,BLMN,BLMN US Equity,BLOOMIN' BRANDS,"1,087,329,792","3,576,124,032",-19.35,Consumer Discretionary,Consumer Services,
-,BMCH,BMCH US Equity,BMC STOCK HOLDIN,"2,233,376,512","3,755,587,968",6.13,Industrials,Capital Goods,
-,BMRN,BMRN US Equity,BIOMARIN PHARMAC,"21,402,880,000","1,847,093,984",-9.53,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,FORR,FORR US Equity,FORRESTER RESEAR,"718,122,944","452,751,000",9.89,Industrials,Commercial & Professional Services,
-,BMY,BMY US Equity,BRISTOL-MYER SQB,"143,440,396,288","34,862,000,128",8.80,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,SEAC,SEAC US Equity,SEACHANGE INTL,"55,917,204","65,584,000",-91.44,Information Technology,Software & Services,
-,BOX,BOX US Equity,BOX INC- CLASS A,"2,628,646,400","716,850,976",-13.21,Information Technology,Software & Services,
-,BR,BR US Equity,BROADRIDGE FINL,"16,021,268,480","4,529,100,096",21.94,Information Technology,Software & Services,
-,CERS,CERS US Equity,CERUS CORP,"1,154,890,752","100,802,000",-54.45,Health Care,Health Care Equipment & Services,
-,ANF,ANF US Equity,ABERCROMBIE & FI,"674,283,136","3,374,460,064",-43.09,Consumer Discretionary,Retailing,
-,TGI,TGI US Equity,TRIUMPH GROUP,"386,901,088","2,664,963,008",-50.98,Industrials,Capital Goods,
-,BRBR,BRBR US Equity,BELLRING BRAND-A,"2,672,341,760","854,400,000",19.02,Consumer Staples,Household & Personal Products,
-,ETFC,ETFC US Equity,E*TRADE FINANCIA,"12,038,697,984",,36.87,Financials,Diversified Financials,
-,BRC,BRC US Equity,BRADY CORP - A,"2,608,402,944","1,124,833,024",8.52,Industrials,Commercial & Professional Services,
-,CSV,CSV US Equity,CARRIAGE SERVICE,"420,371,040","292,241,000",23.58,Consumer Discretionary,Consumer Services,
-,WLFC,WLFC US Equity,WILLIS LEASE,"155,830,896","366,186,000",33.18,Industrials,Capital Goods,
-,HIBB,HIBB US Equity,HIBBETT SPORTS I,"423,228,352","1,110,776,000",-8.17,Consumer Discretionary,Retailing,
-,BRK/B,BRK/B US Equity,BERKSHIRE HATH-B,"509,355,163,648","260,492,005,376",37.83,Financials,Diversified Financials,
-,BRKR,BRKR US Equity,BRUKER CORP,"6,731,158,016","1,969,600,032",8.93,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BRKS,BRKS US Equity,BROOKS AUTOMATIO,"4,112,871,424","850,287,008",8.67,Information Technology,Semiconductors & Semiconductor Equipment,
-,AMEH,AMEH US Equity,APOLLO MEDICAL H,"963,245,760","665,085,344",7.81,Health Care,Health Care Equipment & Services,
-,BRO,BRO US Equity,BROWN & BROWN,"12,952,876,032","2,494,984,000",23.92,Financials,Insurance,
-,TXMD,TXMD US Equity,THERAPEUTICSMD,"432,948,064","62,573,110",-420.88,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BSIG,BSIG US Equity,BRIGHTSPHERE INV,"1,112,793,088","794,900,000",40.58,Financials,Diversified Financials,
-,BSX,BSX US Equity,BOSTON SCIENTIFC,"57,169,760,256","10,158,000,128",-3.54,Health Care,Health Care Equipment & Services,
-,GERN,GERN US Equity,GERON CORP,"509,165,792","397,000",-38981.39,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
BURL,BURL,BURL US Equity,BURLINGTON STORE,"12,685,367,296","6,453,727,040",-65.40,Consumer Discretionary,Retailing,
-,BV,BV US Equity,BRIGHTVIEW HOLDI,"1,338,557,312","2,362,700,032",1.81,Industrials,Commercial & Professional Services,
-,BWA,BWA US Equity,BORGWARNER INC,"8,603,120,640","8,756,000,128",-5.47,Consumer Discretionary,Automobiles & Components,
-,TUP,TUP US Equity,TUPPERWARE BRAND,"698,452,608","1,608,600,000",11.70,Consumer Discretionary,Consumer Durables & Apparel,
-,BWXT,BWXT US Equity,BWX TECHNOLOGIES,"5,572,523,520","2,053,963,008",16.34,Industrials,Capital Goods,
-,BXMT,BXMT US Equity,BLACKSTONE MOR-A,"3,734,590,208","831,408,000",17.30,Financials,Diversified Financials,
-,GES,GES US Equity,GUESS? INC,"868,694,976","2,401,668,992",-62.43,Consumer Discretionary,Retailing,
-,BYD,BYD US Equity,BOYD GAMING CORP,"2,997,421,056","2,543,083,008",-41.15,Consumer Discretionary,Consumer Services,
-,CABO,CABO US Equity,CABLE ONE INC,"11,228,474,368","1,253,241,024",27.63,Communication Services,Media & Entertainment,
-,SVRA,SVRA US Equity,SAVARA INC,"105,009,336",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,NVAX,NVAX US Equity,NOVAVAX INC,"7,624,227,328","50,238,000",-47.91,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TGTX,TGTX US Equity,TG THERAPEUTICS,"2,412,667,392","152,000",-133802.63,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CACC,CACC US Equity,CREDIT ACCEPTANC,"9,099,537,408","1,560,000,000",35.69,Financials,Diversified Financials,
-,CACI,CACI US Equity,CACI INTL-A,"5,342,888,960","5,720,042,112",8.94,Information Technology,Software & Services,
CAG,CAG,CAG US Equity,CONAGRA BRANDS I,"18,437,300,224","11,054,400,000",11.89,Consumer Staples,"Food, Beverage & Tobacco",
CAH,CAH,CAH US Equity,CARDINAL HEALTH,"15,714,709,504","152,921,997,312",0.74,Health Care,Health Care Equipment & Services,
-,MYGN,MYGN US Equity,MYRIAD GENETICS,"974,429,952","760,800,000",-81.52,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CAKE,CAKE US Equity,CHEESECAKE FACTO,"1,234,755,584","2,191,523,008",-28.29,Consumer Discretionary,Consumer Services,
-,DHIL,DHIL US Equity,DIAMOND HILL,"399,434,304","130,674,736",65.81,Financials,Diversified Financials,
-,CALM,CALM US Equity,CAL-MAINE FOODS,"2,226,663,168","1,351,608,976",16.79,Consumer Staples,"Food, Beverage & Tobacco",
-,CAR,CAR US Equity,AVIS BUDGET GROU,"2,193,856,768","7,427,999,744",-61.58,Industrials,Transportation,
-,CARG,CARG US Equity,CARGURUS INC,"3,165,572,864","561,040,984",9.19,Communication Services,Media & Entertainment,
-,FFG,FFG US Equity,FBL FINL GROUP-A,"938,031,104","714,194,992",17.02,Financials,Insurance,
-,CASY,CASY US Equity,CASEY'S GENERAL,"6,383,764,480","9,175,296,000",5.10,Consumer Staples,Food & Staples Retailing,
CAT,CAT,CAT US Equity,CATERPILLAR INC,"77,202,595,840","46,533,999,616",7.84,Industrials,Capital Goods,
-,CATM,CATM US Equity,CARDTRONICS PL-A,"1,034,977,600","1,230,108,000",-1.18,Information Technology,Software & Services,
-,TCX,TCX US Equity,TUCOWS INC-A,"690,276,288","340,182,000",1.87,Information Technology,Software & Services,
-,CASI,CASI US Equity,CASI PHARMACEUTI,"237,972,144","10,208,000",-332.72,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CB,CB US Equity,CHUBB LTD,"58,803,949,568","34,464,999,936",-2.95,Financials,Insurance,
-,CBOE,CBOE US Equity,CBOE GLOBAL MARK,"9,442,359,296","1,229,500,000",54.46,Financials,Diversified Financials,
-,CBRL,CBRL US Equity,CRACKER BARREL,"2,836,643,328","2,814,824,960",-18.26,Consumer Discretionary,Consumer Services,
-,CBT,CBT US Equity,CABOT CORP,"2,321,698,560","2,782,000,000",0.77,Materials,Materials,
-,KVHI,KVHI US Equity,KVH INDUSTRIES,"143,739,104","155,281,000",-9.31,Information Technology,Technology Hardware & Equipment,
-,CASS,CASS US Equity,CASS INFORMATION,"572,661,056","155,437,000",19.38,Information Technology,Software & Services,
-,CBZ,CBZ US Equity,CBIZ INC,"1,385,633,408","957,326,016",7.08,Industrials,Commercial & Professional Services,
-,IDT,IDT US Equity,IDT CORP-CLASS B,"192,481,424","1,341,598,976",1.18,Communication Services,Telecommunication Services,
-,CC,CC US Equity,CHEMOURS CO,"3,539,377,664","5,139,999,872",4.76,Materials,Materials,
-,LNDC,LNDC US Equity,LANDEC CORP,"267,691,840","590,366,000",-8.40,Consumer Staples,"Food, Beverage & Tobacco",
-,CMCO,CMCO US Equity,COLUMBUS MCKI/NY,"885,546,432","735,520,000",1.29,Industrials,Capital Goods,
-,CCK,CCK US Equity,CROWN HOLDINGS I,"10,127,633,408","11,320,999,936",10.23,Materials,Materials,
-,CCL,CCL US Equity,CARNIVAL CORP,"11,126,049,792","16,843,000,576",-564.46,Consumer Discretionary,Consumer Services,
-,CCMP,CCMP US Equity,CABOT MICROELEC,"4,909,468,672","1,120,708,000",21.02,Information Technology,Semiconductors & Semiconductor Equipment,
-,CCOI,CCOI US Equity,COGENT COMMUNICA,"3,305,077,248","559,139,008",19.56,Communication Services,Telecommunication Services,
-,CCS,CCS US Equity,CENTURY COMMUNIT,"1,240,643,584","2,761,957,056",6.83,Consumer Discretionary,Consumer Durables & Apparel,
CDAY,CDAY,CDAY US Equity,CERIDIAN HCM HOL,"10,267,029,504","839,400,000",2.08,Information Technology,Software & Services,
-,MLSS,MLSS US Equity,MILESTONE SCIENT,"111,586,872","8,269,978",-88.81,Health Care,Health Care Equipment & Services,
-,CDE,CDE US Equity,COEUR MINING INC,"1,879,221,120","721,924,992",-1.81,Materials,Materials,
-,IVAC,IVAC US Equity,INTEVAC INC,"137,320,496","109,425,000",7.29,Information Technology,Technology Hardware & Equipment,
-,CDK,CDK US Equity,CDK GLOBAL INC,"5,600,589,824","1,960,100,000",20.91,Information Technology,Software & Services,
-,NWPX,NWPX US Equity,NORTHWEST PIPE,"276,872,896","286,365,000",10.54,Industrials,Capital Goods,
-,RICK,RICK US Equity,RCI HOSPITALITY,"153,304,720","148,724,000",-31.64,Consumer Discretionary,Consumer Services,
CDNS,CDNS,CDNS US Equity,CADENCE DESIGN,"29,909,020,672","2,435,532,992",23.80,Information Technology,Software & Services,
-,CDW,CDW US Equity,CDW CORP/DE,"16,636,708,864","18,199,500,288",6.49,Information Technology,Technology Hardware & Equipment,
-,CE,CE US Equity,CELANESE CORP,"12,065,647,616","5,670,999,936",6.87,Materials,Materials,
-,CENX,CENX US Equity,CENTURY ALUMINUM,"922,588,608","1,696,600,000",-6.22,Materials,Materials,
-,SMSI,SMSI US Equity,SMITH MICRO SOFT,"156,324,448","50,315,000",10.65,Information Technology,Software & Services,
-,CENT,CENT US Equity,CENTRAL GARDEN,"2,219,932,672","2,560,284,000",12.55,Consumer Staples,Household & Personal Products,
-,CENTA,CENTA US Equity,CENTRAL GARDEN-A,"2,219,932,672","2,560,284,000",12.55,Consumer Staples,Household & Personal Products,
CERN,CERN,CERN US Equity,CERNER CORP,"22,222,614,528","5,613,750,144",11.04,Health Care,Health Care Equipment & Services,
-,KFRC,KFRC US Equity,KFORCE INC,"828,077,504","1,360,016,032",4.50,Industrials,Commercial & Professional Services,
-,CETV,CETV US Equity,CENTRAL EURO M-A,"1,028,578,048","644,007,008",32.59,Communication Services,Media & Entertainment,
-,CF,CF US Equity,CF INDUSTRIES HO,"7,460,132,352","4,262,000,000",23.01,Materials,Materials,
-,HLIT,HLIT US Equity,HARMONIC INC,"658,133,632","390,314,000",-12.91,Information Technology,Technology Hardware & Equipment,
-,CFX,CFX US Equity,COLFAX CORP,"4,136,512,000","3,171,607,936",-0.79,Industrials,Capital Goods,
-,CG,CG US Equity,CARLYLE GROUP IN,"9,515,855,872","1,532,500,000",23.05,Financials,Diversified Financials,
-,BREW,BREW US Equity,CRAFT BREW ALLIA,"293,570,528","178,699,000",1.64,Consumer Staples,"Food, Beverage & Tobacco",
-,CGNX,CGNX US Equity,COGNEX CORP,"11,538,793,472","689,425,984",-3.63,Information Technology,Technology Hardware & Equipment,
-,RWT,RWT US Equity,REDWOOD TRUST,"835,646,656","-91,184,016",,Financials,Diversified Financials,
-,HA,HA US Equity,HAWAIIAN HOLDING,"633,381,248","2,082,436,000",-248.26,Industrials,Transportation,
-,SYX,SYX US Equity,SYSTEMAX INC,"873,024,896","935,500,000",8.30,Industrials,Capital Goods,
CHD,CHD,CHD US Equity,CHURCH & DWIGHT,"23,452,592,128","4,593,100,032",20.99,Consumer Staples,Household & Personal Products,
-,CHDN,CHDN US Equity,CHURCHILL DOWNS,"6,728,648,704","1,024,900,000",-0.22,Consumer Discretionary,Consumer Services,
-,OPRX,OPRX US Equity,OPTIMIZERX CORP,"256,035,360","28,750,381",-12.02,Health Care,Health Care Equipment & Services,
-,CHE,CHE US Equity,CHEMED CORP,"8,102,869,504","2,020,934,016",18.47,Health Care,Health Care Equipment & Services,
-,CHGG,CHGG US Equity,CHEGG INC,"9,261,411,328","504,253,992",14.42,Consumer Discretionary,Consumer Services,
CHH,CHH,CHH US Equity,CHOICE HOTELS,"5,172,744,704","948,724,000",5.18,Consumer Discretionary,Consumer Services,
-,GBL,GBL US Equity,GAMCO INVESTO-A,"349,291,136","309,669,000",21.57,Financials,Diversified Financials,
-,CHNG,CHNG US Equity,CHANGE HEALTHCAR,"3,837,188,352","890,976,000",-1.11,Health Care,Health Care Equipment & Services,
-,CHRW,CHRW US Equity,CH ROBINSON,"12,899,903,488","15,082,311,936",5.20,Industrials,Transportation,
-,CHTR,CHTR US Equity,CHARTER COMMUN-A,"141,638,565,888","46,645,001,216",16.83,Communication Services,Media & Entertainment,
-,CI,CI US Equity,CIGNA CORP,"67,682,418,688","154,535,002,112",6.72,Health Care,Health Care Equipment & Services,
CIEN,CIEN,CIEN US Equity,CIENA CORP,"9,303,166,976","3,655,558,016",14.26,Information Technology,Technology Hardware & Equipment,
-,CIM,CIM US Equity,CHIMERA INV CORP,"2,027,862,272","571,469,984",,Financials,Diversified Financials,
-,CINF,CINF US Equity,CINCINNATI FIN,"13,030,742,016","6,466,999,872",42.70,Financials,Insurance,
-,HY,HY US Equity,HYSTER-YALE,"745,616,064","3,040,899,968",1.33,Industrials,Capital Goods,
CL,CL,CL US Equity,COLGATE-PALMOLIV,"66,225,590,272","15,936,999,936",24.28,Consumer Staples,Household & Personal Products,
CLDR,CLDR,CLDR US Equity,CLOUDERA INC,"3,364,508,160","817,183,008",-26.52,Information Technology,Software & Services,
-,ANDE,ANDE US Equity,ANDERSONS INC,"581,790,016","7,611,642,880",0.85,Consumer Staples,Food & Staples Retailing,
-,CLF,CLF US Equity,CLEVELAND-CLIFFS,"2,391,196,416","2,541,500,032",-19.07,Materials,Materials,
-,CLGX,CLGX US Equity,CORELOGIC INC,"5,340,407,296","1,806,337,984",19.06,Industrials,Commercial & Professional Services,
-,CVLG,CVLG US Equity,COVENANT LOGISTI,"336,344,608","861,290,992",0.33,Industrials,Transportation,
-,CLH,CLH US Equity,CLEAN HARBORS,"3,581,984,512","3,331,235,968",8.48,Industrials,Commercial & Professional Services,
CLX,CLX,CLX US Equity,CLOROX CO,"28,580,679,680","6,721,000,064",19.87,Consumer Staples,Household & Personal Products,
-,PLPC,PLPC US Equity,PREFORMED LINE,"297,144,224","453,347,000",12.59,Industrials,Capital Goods,
-,CMC,CMC US Equity,COMMERCIAL METAL,"2,712,385,536","5,610,358,912",7.71,Materials,Materials,
CMCSA,CMCSA,CMCSA US Equity,COMCAST CORP-A,"197,981,487,104","105,549,000,704",19.60,Communication Services,Media & Entertainment,
-,DXPE,DXPE US Equity,DXP ENTERPRISES,"377,889,024","1,175,029,984",2.69,Industrials,Capital Goods,
-,CMD,CMD US Equity,CANTEL MEDICAL,"2,305,418,496","1,022,152,976",9.47,Health Care,Health Care Equipment & Services,
-,CME,CME US Equity,CME GROUP INC,"60,952,227,840","5,120,099,968",53.92,Financials,Diversified Financials,
-,CMG,CMG US Equity,CHIPOTLE MEXICAN,"32,468,174,848","5,619,431,040",-0.36,Consumer Discretionary,Consumer Services,
-,ADTN,ADTN US Equity,ADTRAN INC,"587,005,312","473,117,000",-4.69,Information Technology,Technology Hardware & Equipment,
CMI,CMI,CMI US Equity,CUMMINS INC,"31,484,420,096","20,208,999,680",8.72,Industrials,Capital Goods,
-,CMP,CMP US Equity,COMPASS MINERALS,"2,022,402,048","1,511,600,000",9.57,Materials,Materials,
-,IMAX,IMAX US Equity,IMAX CORP,"713,940,672","254,426,000",-468.66,Communication Services,Media & Entertainment,
-,MATW,MATW US Equity,MATTHEWS INTL-A,"730,660,864","1,491,571,008",1.46,Industrials,Commercial & Professional Services,
-,LJPC,LJPC US Equity,LA JOLLA PHARM,"96,861,832","26,352,000",-137.79,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,MLR,MLR US Equity,MILLER INDS/TENN,"350,604,096","703,190,008",4.24,Industrials,Capital Goods,
-,CMPR,CMPR US Equity,CIMPRESS PLC,"2,534,998,528","2,481,357,952",-0.76,Industrials,Commercial & Professional Services,
-,CNA,CNA US Equity,CNA FINL CORP,"9,319,235,584","10,519,000,064",7.70,Financials,Insurance,
-,GBX,GBX US Equity,GREENBRIER COS,"926,417,408","3,070,008,960",8.76,Industrials,Capital Goods,
-,CNC,CNC US Equity,CENTENE CORP,"37,694,492,672","91,576,000,512",7.28,Health Care,Health Care Equipment & Services,
