from_name,from_entity_type,to_name,to_entity_type,from_id,to_id
Gasification Alternative Fuel Manufacturing,RBICS_IG,Petrochemicals and Alternative Fuels Manufacturing,RBICS_IG,451010101520,4510101015
United States Biomass Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351020,6510103510
Mixed-Type Business Process Outsourcing Services,RBICS_IG,Business Process Outsourcing Services,RBICS_IG,101015151020,1010151510
Networking Semiconductors,RBICS_IG,Communications Semiconductors,RBICS_IG,551020401010,5510204010
Other Communications Semiconductors,RBICS_IG,Communications Semiconductors,RBICS_IG,551020401015,5510204010
Pipes and Pipe Fittings Manufacturing,RBICS_IG,Other Architecture/Infrastructure Component Makers,RBICS_IG,451535101515,4515351015
Other Finance Industry Software,RBICS_IG,Finance Industry Software,RBICS_IG,303015101025,3030151010
Public Infrastructure Components Manufacturing,RBICS_IG,Other Architecture/Infrastructure Component Makers,RBICS_IG,451535101520,4515351015
Dairy Products Production,RBICS_IG,Dairy and Dairy Alternative Production,RBICS_IG,501515151520,5015151515
Biotechnology and Genomics (GMO/Hybrids) Products,RBICS_IG,Other Agrochemicals Manufacturing,RBICS_IG,451020201510,4510202015
Credit and Information Bureaus,RBICS_IG,Other Business Administrative Services,RBICS_IG,101015103010,1010151030
Aircraft Engine and Engine Parts Makers,RBICS_IG,Aviation Equipment,RBICS_IG,401010101015,4010101010
United States South Atlantic Commercial Banks,RBICS_IG,United States East and South Commercial Banks,RBICS_IG,301020101525,3010201015
Other Infrastructure Construction,RBICS_IG,Infrastructure Construction,RBICS_IG,401525101020,4015251010
Telecommunications Construction,RBICS_IG,Infrastructure Construction,RBICS_IG,401525101030,4015251010
Australia Gold Ore Mining,RBICS_IG,Asia/Pacific Gold Mining,RBICS_IG,451525201510,4515252015
Drug Development Software,RBICS_IG,Healthcare and Pharma Industry Software,RBICS_IG,351510151510,3515101515
Healthcare Management Software,RBICS_IG,Healthcare and Pharma Industry Software,RBICS_IG,351510151515,3515101515
Latin America Fossil Fuel Exploration/Production,RBICS_IG,Other Americas Fossil Fuel Exploration/Production,RBICS_IG,251015101025,2510151010
"Casual, Young Adult/Teen, and Specialty",RBICS_IG,Casual and Specialty Apparel Retail,RBICS_IG,202510201010,2025102010
Power Generation/Support Products Manufacturing,RBICS_IG,Other Power Generation and Support Products,RBICS_IG,401015201015,4010152010
Metal Forming Tool Manufacturing,RBICS_IG,Metalwork and Metal Production Machinery Products,RBICS_IG,401020152015,4010201520
Other Asia/Pacific Hydroelectric Wholesale Power,RBICS_IG,Other Asia/Pacific Wholesale Power,RBICS_IG,651010452045,6510104520
Pressure Vessel/Specialized Storage Tank Products,RBICS_IG,"Other Air, Liquid and Gas Control Equipment Makers",RBICS_IG,401020101525,4010201015
"Machinery, Equipment and Supplies Distributors",RBICS_IG,Industrial Machinery and Supplies Distributors,RBICS_IG,401520101535,4015201015
Multi-Type Reinsurance,RBICS_IG,Other Reinsurance,RBICS_IG,301510251510,3015102515
Other Industrial Gas Manufacturing,RBICS_IG,Industrial Gas Manufacturing,RBICS_IG,451010151545,4510101515
Cardiology Surgical Devices,RBICS_IG,Cardiology Medical Devices,RBICS_IG,352015101015,3520151010
Other Classifieds and Directories Media and Sites,RBICS_IG,Information and News Content Providers and Sites,RBICS_IG,552010101035,5520101010
Marketing and Advertising Agencies and Networks,RBICS_IG,Other Marketing and Advertising Services,RBICS_IG,101010101520,1010101015
General Furniture and Home Furnishings Retail,RBICS_IG,General Furniture and Home Furnishings Stores,RBICS_IG,202520151510,2025201515
Casual and Dress Footwear Production,RBICS_IG,Footwear Production,RBICS_IG,201010152015,2010101520
Diversified Contract Manufacturing Organizations,RBICS_IG,Other Contract Manufacturing Organizations,RBICS_IG,351525102010,3515251020
Wind Energy Equipment Manufacturing,RBICS_IG,Renewable Energy/Distributed Power System Makers,RBICS_IG,401015201530,4010152015
Other Front End Processing Equipment Makers,RBICS_IG,Semiconductor Front End Processing Equipment,RBICS_IG,551030101515,5510301015
General Electronic Components Distributors,RBICS_IG,Electronic Components Distributors,RBICS_IG,551530151010,5515301510
Other Alternative Fuel Manufacturers,RBICS_IG,Petrochemicals and Alternative Fuels Manufacturing,RBICS_IG,451010101530,4510101015
Business Planning and Control ERP Software,RBICS_IG,Enterprise Resource Planning Software,RBICS_IG,552015153010,5520151530
Central and South America Wireline Services,RBICS_IG,Americas Wireline Services,RBICS_IG,601015151015,6010151510
Central and South America Wireless Services,RBICS_IG,Americas Wireless Services,RBICS_IG,601015101010,6010151010
Conventional Engine Car Manufacturers,RBICS_IG,Car Manufacturers,RBICS_IG,202010151015,2020101510
Industrial Cooling and Heating Systems Products,RBICS_IG,Environmental Control Machinery/Equipment Products,RBICS_IG,401020101020,4010201010
Diversified Power Generation Equipment Makers,RBICS_IG,Other Power Generation and Support Products,RBICS_IG,401015201010,4010152010
Asia (Excluding China) Wireline Services,RBICS_IG,Asia/Pacific Wireline Services,RBICS_IG,601015151510,6010151515
Minimills Tubular Product Makers,RBICS_IG,Minimills Steel Mills and Products Manufacturing,RBICS_IG,451510203030,4515102030
Cement Manufacturing,RBICS_IG,"Asphalt, Cement and Concrete Products",RBICS_IG,451535201020,4515352010
Ship Builders and Ship Repairs,RBICS_IG,Ship Builders and Ship Repair Service Providers,RBICS_IG,401025103510,4010251035
General Architectural Component Manufacturing,RBICS_IG,Architectural Component Manufacturing,RBICS_IG,451535101025,4515351010
Career Classifieds and Directories Media and Sites,RBICS_IG,Information and News Content Providers and Sites,RBICS_IG,552010101015,5520101010
Multi-Type Deep Sea and Offshore Shipping,RBICS_IG,Water Transportation,RBICS_IG,401510101525,4015101015
Electrical Systems and Equipment Manufacturing,RBICS_IG,Other Industrial Electrical Products,RBICS_IG,401015101515,4010151015
Asia/Pacific Electric Power Utilities,RBICS_IG,International Electric Utilities,RBICS_IG,651010101010,6510101010
Sporting Goods Stores,RBICS_IG,Other Entertainment Retail,RBICS_IG,202515151520,2025151515
Fish Farming and Hatcheries,RBICS_IG,Seafood Production,RBICS_IG,501510101515,5015101015
Garden Products Manufacturing,RBICS_IG,Garden Products,RBICS_IG,201015101010,2010151010
Multi-Type Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201045,3015102010
Homeowners and Renters Insurance,RBICS_IG,Personal Insurance,RBICS_IG,301510201515,3015102015
"Jelly, Syrup and Topping Manufacturing",RBICS_IG,Sweets and Snacks Production,RBICS_IG,501515153525,5015151535
Other Personal Insurance,RBICS_IG,Personal Insurance,RBICS_IG,301510201525,3015102015
Diversified Brokerage Services,RBICS_IG,Brokerage Services,RBICS_IG,302010251010,3020102510
Commercial Real Estate Services and Brokers,RBICS_IG,Commercial Real Estate Services and Brokerage,RBICS_IG,302515101010,3025151010
Full Service Hotels and Resorts,RBICS_IG,"Hotels, Motels and Resorts",RBICS_IG,151010102515,1510101025
Nutritional Supplement OEMs,RBICS_IG,Other Contract Manufacturing Organizations,RBICS_IG,351525102015,3515251020
New Car Dealers,RBICS_IG,Automobile Dealers,RBICS_IG,201510151015,2015101510
Multimedia Design and Engineering Software,RBICS_IG,Specialized Design and Engineering Software,RBICS_IG,552015102515,5520151025
Other Healthcare and Pharma Industry Software,RBICS_IG,Healthcare and Pharma Industry Software,RBICS_IG,351510151525,3515101515
"Television, Film and Video",RBICS_IG,Video Entertainment and Programming Providers,RBICS_IG,151510152030,1515101520
General Information and News Media and Sites,RBICS_IG,Information and News Content Providers and Sites,RBICS_IG,552010101030,5520101010
Miscellaneous Marketing and Advertising Services,RBICS_IG,Other Marketing and Advertising Services,RBICS_IG,101010101530,1010101015
Other Fibers and Polymers Manufacturing,RBICS_IG,"Fibers, Polymers and Resins Manufacturing",RBICS_IG,451020351015,4510203510
Multi-Type Fibers and Polymers Manufacturing,RBICS_IG,"Fibers, Polymers and Resins Manufacturing",RBICS_IG,451020351010,4510203510
"Toys, Games and Collectibles Retail",RBICS_IG,Other Entertainment Retail,RBICS_IG,202515151525,2025151515
Peer-to-Peer Lending,RBICS_IG,General Consumer Finance Services,RBICS_IG,303010153515,3030101535
Private Wealth Managers,RBICS_IG,Institutional and High-Net Advisory Services,RBICS_IG,302010102520,3020101025
Semiconductor Components/Subsystems Manufacturing,RBICS_IG,Semiconductor Process Control Equipment,RBICS_IG,551030102010,5510301020
Semiconductor Testing Services,RBICS_IG,Semiconductor Packaging and Testing Services,RBICS_IG,551030151520,5510301515
General Infectious Diseases Biopharmaceuticals,RBICS_IG,Other Infectious Disease Biopharmaceuticals,RBICS_IG,351010101510,3510101015
Other Bacterial Infections Biopharmaceuticals,RBICS_IG,Bacterial Infectious Disease Biopharmaceuticals,RBICS_IG,351010101025,3510101010
Government IT Services,RBICS_IG,Administrative Software and Services,RBICS_IG,101015101510,1010151015
Casinos and Casino Hotels,RBICS_IG,Physical and Online Casinos,RBICS_IG,151010152510,1510101525
Motion Picture and Television Distribution,RBICS_IG,Video Entertainment and Programming Providers,RBICS_IG,151510152010,1515101520
Television Production,RBICS_IG,Video Entertainment and Programming Providers,RBICS_IG,151510152025,1515101520
Cattle Ranching and Farming,RBICS_IG,Food Animal Production,RBICS_IG,501510101010,5015101010
Europe Wind Wholesale Power,RBICS_IG,Europe Wholesale Power,RBICS_IG,651010501055,6510105010
Carbon Capture Services and Technologies,RBICS_IG,Greenhouse Gas Emission Services,RBICS_IG,101025302015,1010253020
Commercial Transportation Equipment Distributors,RBICS_IG,Industrial Machinery and Supplies Distributors,RBICS_IG,401520101510,4015201015
General Animal Production,RBICS_IG,Food Animal Production,RBICS_IG,501510101025,5015101010
"Ear, Nose and Throat (ENT) Devices",RBICS_IG,Other Specialized Medical Devices,RBICS_IG,352020151020,3520201510
Seafood Processors,RBICS_IG,Meat and Seafood Production,RBICS_IG,501515152530,5015151525
Pet Food Manufacturing,RBICS_IG,Meat and Seafood Production,RBICS_IG,501515152520,5015151525
General Spectator Sports and Performing Arts,RBICS_IG,Spectator Sports and Performing Arts,RBICS_IG,151010153010,1510101530
China Biomass Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451530,6510104515
Multi-Industry-Specific Factory Machinery Makers,RBICS_IG,Industry-Specific Factory Automation Equipment,RBICS_IG,401020151525,4010201515
Home Centers and Hardware Stores,RBICS_IG,Building Materials and Supplies Stores,RBICS_IG,202520101015,2025201010
Australia and New Zealand Wireless Services,RBICS_IG,Asia/Pacific Wireless Services,RBICS_IG,601015101515,6010151015
Australia and New Zealand Wireline Services,RBICS_IG,Asia/Pacific Wireline Services,RBICS_IG,601015151515,6010151515
Custom Printing Services,RBICS_IG,Commercial Printing Services,RBICS_IG,101010151020,1010101510
Miscellaneous Mortgage Banking Services,RBICS_IG,Other Mortgage Banking Services,RBICS_IG,301015101520,3010151015
Diversified Residential Mortgage Banking/Services,RBICS_IG,Residential Mortgage Banking and Services,RBICS_IG,301015102010,3010151020
Diversified Mortgage Banking,RBICS_IG,Other Mortgage Banking Services,RBICS_IG,301015101510,3010151015
Meat Alternatives,RBICS_IG,Meat and Seafood Production,RBICS_IG,501515152535,5015151525
Strategic and Operational Consulting Services,RBICS_IG,Other Consulting and Business Process Outsourcing,RBICS_IG,101015152035,1010151520
Snack Foods Production,RBICS_IG,Sweets and Snacks Production,RBICS_IG,501515153530,5015151535
Book Publishing,RBICS_IG,Publishing,RBICS_IG,151510202010,1515102020
Media Printing Services,RBICS_IG,Other Printing Services,RBICS_IG,101010151515,1010101515
General Publishing,RBICS_IG,Publishing,RBICS_IG,151510202015,1515102020
Lighting Fixtures and Light Bulbs Manufacturing,RBICS_IG,Lighting Equipment and Component Manufacturing,RBICS_IG,401015151520,4010151515
Energy Efficient Lighting and LED Manufacturing,RBICS_IG,Lighting Equipment and Component Manufacturing,RBICS_IG,401015151510,4010151515
Workers' Compensation Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201065,3015102010
Inland and Ocean Marine Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201040,3015102010
Surety Bonds Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201055,3015102010
Commercial Property Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201010,3015102010
Asia (Excluding China) Wireless Services,RBICS_IG,Asia/Pacific Wireless Services,RBICS_IG,601015101510,6010151015
Web Search Sites and Software,RBICS_IG,Web-Related Content Providers,RBICS_IG,552010351520,5520103515
Motion Picture Production,RBICS_IG,Video Entertainment and Programming Providers,RBICS_IG,151510152020,1515101520
Photovoltaic and Solar Cells and Systems Providers,RBICS_IG,Renewable Energy/Distributed Power System Makers,RBICS_IG,401015201520,4010152015
Convenience Foods and Meals Production,RBICS_IG,Canned and Processed Food Production,RBICS_IG,501515151020,5015151510
Insurance Claims and Risk Management Services,RBICS_IG,Other Consulting and Business Process Outsourcing,RBICS_IG,101015152015,1010151520
Multi-Type Financial Data Content Providers/Sites,RBICS_IG,Professional Content Providers,RBICS_IG,552010301030,5520103010
Institutional Financial and Research Content Sites,RBICS_IG,Professional Content Providers,RBICS_IG,552010301025,5520103010
Janitorial and Industrial Cleaning Services,RBICS_IG,Facilities Support Services,RBICS_IG,101020101020,1010201010
Oil and Gas Drilling Equipment,RBICS_IG,Oil and Gas Field Equipment Manufacturing,RBICS_IG,251020151015,2510201510
Oil and Gas Pumping Equipment,RBICS_IG,Oil and Gas Field Equipment Manufacturing,RBICS_IG,251020151035,2510201510
Other Small Arms and Security Manufacturing,RBICS_IG,Small Arms and Security Manufacturing,RBICS_IG,401010151510,4010101515
Security and Safety Equipment Manufacturing,RBICS_IG,Small Arms and Security Manufacturing,RBICS_IG,401010151515,4010101515
Business Event and Conference Organizers,RBICS_IG,Other Marketing and Advertising Services,RBICS_IG,101010101510,1010101015
Commercial Loans,RBICS_IG,Diversified Loan Services,RBICS_IG,303010101015,3030101010
Machine Tools Manufacturing,RBICS_IG,Metalwork and Metal Production Machinery Products,RBICS_IG,401020152010,4010201520
Assembly Equipment Manufacturing,RBICS_IG,Semiconductor Back End and Fab Support Services,RBICS_IG,551030101010,5510301010
Chilled Foods Production,RBICS_IG,Canned and Processed Food Production,RBICS_IG,501515151015,5015151510
Document Management Software,RBICS_IG,Content Management Software,RBICS_IG,552015152015,5520151520
"Sauces, Dressings and Food Oils Production",RBICS_IG,Other Food Production,RBICS_IG,501515153030,5015151530
Electric Motors Manufacturing,RBICS_IG,Motors and Motion Control Product Manufacturing,RBICS_IG,401015101010,4010151010
Motion Control and Precision Motors Manufacturing,RBICS_IG,Motors and Motion Control Product Manufacturing,RBICS_IG,401015101020,4010151010
Juice Manufacturing,RBICS_IG,Non-Alcoholic Beverage Production,RBICS_IG,501515102025,5015151020
Multi-Type Non-Alcoholic Beverages Makers,RBICS_IG,Non-Alcoholic Beverage Production,RBICS_IG,501515102035,5015151020
Canned and Processed Fruit and Vegetable Products,RBICS_IG,Canned and Processed Food Production,RBICS_IG,501515151010,5015151510
Dry and Shelf-Stable Meals Production,RBICS_IG,Canned and Processed Food Production,RBICS_IG,501515151025,5015151510
Material Handling/Conveyor Equipment Manufacturing,RBICS_IG,Industrial Robots and Material Handler Equipment,RBICS_IG,401020151015,4010201510
General Factory Automation Makers,RBICS_IG,Other Factory Automation Product Manufacturing,RBICS_IG,401020152510,4010201525
Breweries,RBICS_IG,Alcoholic Beverage Production,RBICS_IG,501515101010,5015151010
Aircraft Instrument/Electromechanical Part Makers,RBICS_IG,Aviation Equipment,RBICS_IG,401010101020,4010101010
General Aviation Equipment Manufacturing,RBICS_IG,Aviation Equipment,RBICS_IG,401010101030,4010101010
Other Module and Subassembly Electronic Components,RBICS_IG,Other Module and Subassembly Components,RBICS_IG,551010151010,5510101510
Trade Execution Services,RBICS_IG,Brokerage Services,RBICS_IG,302010251040,3020102510
Other Performance Additive Manufacturing,RBICS_IG,Other Chemical Additives Manufacturing,RBICS_IG,451020102020,4510201020
